Category,region,2001,2011
State,Uttarakhand,962,963
State,Chandigarh,777,818
State,Rajasthan,921,928
State,Haryana,861,879
State,J&K,892,889
State,Punjab,876,895
State,UP,898,912
State,HP,968,972
Union Territory,Delhi,821,868
